ID,LabID,LongID,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,SO2,Cl,Total,SiO2_n,TiO2_n,Al2O3_n,FeO_n,MnO_n,MgO_n,CaO_n,Na2O_n,K2O_n,P2O5_n,SO2_n,Cl_n,Total_n,Type,TAS_Class,Group,Eruption_ID,Magma,Volcano
SAM-11,So-A-1,SAM-11_So-A-1_So_UK_Solipuli,73.65369927,0.260553235,14.15110731,1.80514018,0.045829073,0.225247778,1.075621772,4.629472533,4.153328846,0,0,0,100,73.65369927,0.260553235,14.15110731,1.80514018,0.045829073,0.225247778,1.075621772,4.629472533,4.153328846,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-12,So-A-2,SAM-12_So-A-2_So_UK_Solipuli,73.88416741,0.255645764,14.08715066,1.699143893,0.041470558,0.198598134,1.054064459,4.626337488,4.153421634,0,0,0,100,73.88416741,0.255645764,14.08715066,1.699143893,0.041470558,0.198598134,1.054064459,4.626337488,4.153421634,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-13,So-A-3,SAM-13_So-A-3_So_UK_Solipuli,74.01128491,0.260726214,14.01315547,1.703820654,0.046142501,0.206743227,0.979369871,4.581924824,4.196832327,0,0,0,100,74.01128491,0.260726214,14.01315547,1.703820654,0.046142501,0.206743227,0.979369871,4.581924824,4.196832327,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-14,So-A-4,SAM-14_So-A-4_So_UK_Solipuli,73.35262882,0.270039484,14.25787624,1.695514321,0.077154138,0.241575863,1.089437286,4.769481159,4.246292692,0,0,0,100,73.35262882,0.270039484,14.25787624,1.695514321,0.077154138,0.241575863,1.089437286,4.769481159,4.246292692,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-15,So-A-5,SAM-15_So-A-5_So_UK_Solipuli,73.51498429,0.239322742,14.07228064,1.839838811,0.044969932,0.200142043,1.04526663,4.889523867,4.153671045,0,0,0,100,73.51498429,0.239322742,14.07228064,1.839838811,0.044969932,0.200142043,1.04526663,4.889523867,4.153671045,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-16,So-A-6,SAM-16_So-A-6_So_UK_Solipuli,73.34228421,0.223232791,14.13231396,1.844198071,0.023556721,0.245677392,1.107873607,4.858245156,4.222618092,0,0,0,100,73.34228421,0.223232791,14.13231396,1.844198071,0.023556721,0.245677392,1.107873607,4.858245156,4.222618092,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-17,So-A-7,SAM-17_So-A-7_So_UK_Solipuli,73.37857819,0.280930781,14.03205487,1.891176835,0.072316752,0.194963461,1.065577956,4.922019826,4.162381326,0,0,0,100,73.37857819,0.280930781,14.03205487,1.891176835,0.072316752,0.194963461,1.065577956,4.922019826,4.162381326,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-18,So-A-8,SAM-18_So-A-8_So_UK_Solipuli,73.53815206,0.273583455,14.12555122,1.827387855,0.09289161,0.223189237,1.121141465,4.643957058,4.154146041,0,0,0,100,73.53815206,0.273583455,14.12555122,1.827387855,0.09289161,0.223189237,1.121141465,4.643957058,4.154146041,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-19,So-A-9,SAM-19_So-A-9_So_UK_Solipuli,73.50399446,0.246052179,13.97418836,1.873271727,0.051511345,0.192675232,1.08619496,4.921561799,4.150549938,0,0,0,100,73.50399446,0.246052179,13.97418836,1.873271727,0.051511345,0.192675232,1.08619496,4.921561799,4.150549938,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-20,So-A-10,SAM-20_So-A-10_So_UK_Solipuli,73.26137993,0.25164271,14.15829281,1.859946015,0.056657281,0.229240983,1.018926947,5.206743824,3.957169507,0,0,0,100,73.26137993,0.25164271,14.15829281,1.859946015,0.056657281,0.229240983,1.018926947,5.206743824,3.957169507,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-21,So-A-11,SAM-21_So-A-11_So_UK_Solipuli,73.64316383,0.311769852,14.25876795,1.66390326,0.007401065,0.224601756,1.117457981,4.570568638,4.202365668,0,0,0,100,73.64316383,0.311769852,14.25876795,1.66390326,0.007401065,0.224601756,1.117457981,4.570568638,4.202365668,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-22,So-A-12,SAM-22_So-A-12_So_UK_Solipuli,73.44808619,0.259635771,14.20659208,1.724679355,0.045154047,0.216123689,1.050652579,5.075212275,3.973864017,0,0,0,100,73.44808619,0.259635771,14.20659208,1.724679355,0.045154047,0.216123689,1.050652579,5.075212275,3.973864017,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-23,So-A-13,SAM-23_So-A-13_So_UK_Solipuli,74.81983317,0.188544904,14.38411211,1.782671185,0,0.215538097,1.110693481,3.384029605,4.114577444,0,0,0,100,74.81983317,0.188544904,14.38411211,1.782671185,0,0.215538097,1.110693481,3.384029605,4.114577444,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-24,So-A-14,SAM-24_So-A-14_So_UK_Solipuli,75.03646378,0.25466768,14.31295501,1.850655296,0.064719266,0.222992072,1.069288551,2.825969368,4.362288978,0,0,0,100,75.03646378,0.25466768,14.31295501,1.850655296,0.064719266,0.222992072,1.069288551,2.825969368,4.362288978,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-25,So-A-15,SAM-25_So-A-15_So_UK_Solipuli,74.37750862,0.260943486,14.16609665,1.927286655,0.029997083,0.251394242,1.081036757,3.646150668,4.259585833,0,0,0,100,74.37750862,0.260943486,14.16609665,1.927286655,0.029997083,0.251394242,1.081036757,3.646150668,4.259585833,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-26,So-A-16,SAM-26_So-A-16_So_UK_Solipuli,73.47688485,0.251920048,14.05940655,1.751590079,0.087140227,0.219025378,1.027600875,4.904574811,4.22185718,0,0,0,100,73.47688485,0.251920048,14.05940655,1.751590079,0.087140227,0.219025378,1.027600875,4.904574811,4.22185718,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-27,So-A-17,SAM-27_So-A-17_So_UK_Solipuli,73.52804222,0.276861695,14.23196384,1.760965632,0.026059948,0.249185627,1.080578773,4.66675084,4.179591424,0,0,0,100,73.52804222,0.276861695,14.23196384,1.760965632,0.026059948,0.249185627,1.080578773,4.66675084,4.179591424,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-28,So-A-18,SAM-28_So-A-18_So_UK_Solipuli,73.57488169,0.26986782,14.27198923,1.670508322,0.023763871,0.225501795,1.049383975,4.861904373,4.052198923,0,0,0,100,73.57488169,0.26986782,14.27198923,1.670508322,0.023763871,0.225501795,1.049383975,4.861904373,4.052198923,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-29,So-A-19,SAM-29_So-A-19_So_UK_Solipuli,73.57571843,0.25450026,14.08756035,1.764535133,0.041701247,0.222100026,1.120823232,4.850734065,4.082327257,0,0,0,100,73.57571843,0.25450026,14.08756035,1.764535133,0.041701247,0.222100026,1.120823232,4.850734065,4.082327257,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-30,So-A-20,SAM-30_So-A-20_So_UK_Solipuli,73.25771231,0.297588341,13.93718883,1.892245103,0.012542812,0.233255851,1.118333343,5.166829521,4.084303884,0,0,0,100,73.25771231,0.297588341,13.93718883,1.892245103,0.012542812,0.233255851,1.118333343,5.166829521,4.084303884,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-31,So-A-21,SAM-31_So-A-21_So_UK_Solipuli,73.3851474,0.282851842,14.25536903,1.852330926,0.062653856,0.231516102,1.027422178,4.778367038,4.124341629,0,0,0,100,73.3851474,0.282851842,14.25536903,1.852330926,0.062653856,0.231516102,1.027422178,4.778367038,4.124341629,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-32,So-A-22,SAM-32_So-A-22_So_UK_Solipuli,73.40557512,0.256585982,13.94667635,1.824898129,0.050574067,0.241000912,1.049153865,5.016224986,4.209310583,0,0,0,100,73.40557512,0.256585982,13.94667635,1.824898129,0.050574067,0.241000912,1.049153865,5.016224986,4.209310583,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-33,So-A-23,SAM-33_So-A-23_So_UK_Solipuli,74.01438101,0.248415529,13.99673096,1.801460811,0.065938685,0.206979739,1.037588039,4.473969658,4.154535576,0,0,0,100,74.01438101,0.248415529,13.99673096,1.801460811,0.065938685,0.206979739,1.037588039,4.473969658,4.154535576,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-34,So-A-24,SAM-34_So-A-24_So_UK_Solipuli,73.82644426,0.247005973,14.17515739,1.781892415,0,0.169545545,0.994680647,4.689785108,4.115488656,0,0,0,100,73.82644426,0.247005973,14.17515739,1.781892415,0,0.169545545,0.994680647,4.689785108,4.115488656,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-35,So-A-25,SAM-35_So-A-25_So_UK_Solipuli,73.89950113,0.284105125,14.1368341,1.672666371,0.0343132,0.194645711,0.949331863,4.616044485,4.212558018,0,0,0,100,73.89950113,0.284105125,14.1368341,1.672666371,0.0343132,0.194645711,0.949331863,4.616044485,4.212558018,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-36,So-A-26,SAM-36_So-A-26_So_UK_Solipuli,74.09010694,0.225955428,14.06873578,1.567723891,0.032178158,0.165950247,0.995802673,4.701451458,4.152095425,0,0,0,100,74.09010694,0.225955428,14.06873578,1.567723891,0.032178158,0.165950247,0.995802673,4.701451458,4.152095425,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-37,So-A-27,SAM-37_So-A-27_So_UK_Solipuli,73.92431554,0.198365691,13.9705974,1.72045089,0.04499337,0.187351148,1.082126929,4.596597545,4.275201483,0,0,0,100,73.92431554,0.198365691,13.9705974,1.72045089,0.04499337,0.187351148,1.082126929,4.596597545,4.275201483,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-38,So-A-28,SAM-38_So-A-28_So_UK_Solipuli,74.30544078,0.263130944,13.95374777,1.533663016,0.088724307,0.183836763,0.99432063,4.634450786,4.04268501,0,0,0,100,74.30544078,0.263130944,13.95374777,1.533663016,0.088724307,0.183836763,0.99432063,4.634450786,4.04268501,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-39,So-A-29,SAM-39_So-A-29_So_UK_Solipuli,73.85006328,0.268819625,14.29205997,1.591208088,0.039817719,0.203390509,0.960827568,4.484095422,4.309717824,0,0,0,100,73.85006328,0.268819625,14.29205997,1.591208088,0.039817719,0.203390509,0.960827568,4.484095422,4.309717824,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-40,So-A-30,SAM-40_So-A-30_So_UK_Solipuli,73.97900741,0.297311152,14.03351788,1.641786291,0.006369486,0.200741531,1.016446628,4.607192793,4.217626832,0,0,0,100,73.97900741,0.297311152,14.03351788,1.641786291,0.006369486,0.200741531,1.016446628,4.607192793,4.217626832,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-41,So-A-31,SAM-41_So-A-31_So_UK_Solipuli,73.3176386,0.259480795,14.29885366,1.812913941,0.024161357,0.197859182,1.011426901,4.877041026,4.200624541,0,0,0,100,73.3176386,0.259480795,14.29885366,1.812913941,0.024161357,0.197859182,1.011426901,4.877041026,4.200624541,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-42,So-A-32,SAM-42_So-A-32_So_UK_Solipuli,73.95153327,0.243499026,14.02429675,1.809886756,0,0.236752201,1.017646013,4.515772235,4.200613757,0,0,0,100,73.95153327,0.243499026,14.02429675,1.809886756,0,0.236752201,1.017646013,4.515772235,4.200613757,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-43,So-A-33,SAM-43_So-A-33_So_UK_Solipuli,74.44543416,0.260232032,13.67136868,1.86096859,0.049430106,0.192427907,0.971925697,4.376611471,4.171601356,0,0,0,100,74.44543416,0.260232032,13.67136868,1.86096859,0.049430106,0.192427907,0.971925697,4.376611471,4.171601356,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-44,So-A-34,SAM-44_So-A-34_So_UK_Solipuli,74.02122166,0.236130588,14.03542561,1.675082706,0.005316449,0.224093345,1.034701366,4.653698543,4.114329736,0,0,0,100,74.02122166,0.236130588,14.03542561,1.675082706,0.005316449,0.224093345,1.034701366,4.653698543,4.114329736,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-45,So-A-35,SAM-45_So-A-35_So_UK_Solipuli,73.99483651,0.292895979,13.86400832,1.680172315,0,0.222756147,1.068612674,4.709516632,4.167201421,0,0,0,100,73.99483651,0.292895979,13.86400832,1.680172315,0,0.222756147,1.068612674,4.709516632,4.167201421,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-46,So-A-36,SAM-46_So-A-36_So_UK_Solipuli,74.10414035,0.243796473,13.9299572,1.67701212,0.040549516,0.203446709,1.032314768,4.577401136,4.19138173,0,0,0,100,74.10414035,0.243796473,13.9299572,1.67701212,0.040549516,0.203446709,1.032314768,4.577401136,4.19138173,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-47,So-A-37,SAM-47_So-A-37_So_UK_Solipuli,73.90422148,0.267439449,13.92212495,1.813308248,0,0.230519858,1.051854324,4.717716852,4.092814841,0,0,0,100,73.90422148,0.267439449,13.92212495,1.813308248,0,0.230519858,1.051854324,4.717716852,4.092814841,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-48,So-A-38,SAM-48_So-A-38_So_UK_Solipuli,73.82320474,0.27135222,13.90493829,1.810240243,0.028913766,0.192361003,1.03364231,4.669821679,4.265525749,0,0,0,100,73.82320474,0.27135222,13.90493829,1.810240243,0.028913766,0.192361003,1.03364231,4.669821679,4.265525749,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-49,So-A-39,SAM-49_So-A-39_So_UK_Solipuli,73.56771424,0.208829316,14.30264016,1.648551656,0.072197871,0.227080453,1.06209521,4.700020873,4.210870216,0,0,0,100,73.56771424,0.208829316,14.30264016,1.648551656,0.072197871,0.227080453,1.06209521,4.700020873,4.210870216,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-50,So-A-40,SAM-50_So-A-40_So_UK_Solipuli,73.97898048,0.291836116,14.06845383,1.669843737,0.073645642,0.184317547,1.03429405,4.511100758,4.187527846,0,0,0,100,73.97898048,0.291836116,14.06845383,1.669843737,0.073645642,0.184317547,1.03429405,4.511100758,4.187527846,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-51,So-A-41,SAM-51_So-A-41_So_UK_Solipuli,73.95906951,0.276320635,13.89894787,1.83978181,0.090381533,0.206643242,0.985736042,4.535002936,4.208116421,0,0,0,100,73.95906951,0.276320635,13.89894787,1.83978181,0.090381533,0.206643242,0.985736042,4.535002936,4.208116421,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-52,So-A-42,SAM-52_So-A-42_So_UK_Solipuli,72.72633236,0.22796602,15.19455189,1.374161663,0.13248287,0.141235492,1.745849715,4.879487335,3.577932651,0,0,0,100,72.72633236,0.22796602,15.19455189,1.374161663,0.13248287,0.141235492,1.745849715,4.879487335,3.577932651,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-53,So-A-43,SAM-53_So-A-43_So_UK_Solipuli,74.08477164,0.256605606,14.12779082,1.578083678,0,0.164407089,0.897201714,4.590955774,4.300183683,0,0,0,100,74.08477164,0.256605606,14.12779082,1.578083678,0,0.164407089,0.897201714,4.590955774,4.300183683,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-54,So-A-44,SAM-54_So-A-44_So_UK_Solipuli,74.51387117,0.195722326,13.95282051,1.495334584,0.075046904,0.184215134,0.914771732,4.470293934,4.197923702,0,0,0,100,74.51387117,0.195722326,13.95282051,1.495334584,0.075046904,0.184215134,0.914771732,4.470293934,4.197923702,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-55,So-A-45,SAM-55_So-A-45_So_UK_Solipuli,73.59085574,0.232009163,14.17392687,1.786298396,0.037469834,0.221578371,1.089865828,4.675830235,4.192165564,0,0,0,100,73.59085574,0.232009163,14.17392687,1.786298396,0.037469834,0.221578371,1.089865828,4.675830235,4.192165564,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-56,So-A-46,SAM-56_So-A-46_So_UK_Solipuli,74.18382964,0.255458477,13.89624408,1.556738537,0.021732423,0.209635869,1.015683223,4.52280418,4.337873564,0,0,0,100,74.18382964,0.255458477,13.89624408,1.556738537,0.021732423,0.209635869,1.015683223,4.52280418,4.337873564,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-57,So-A-47,SAM-57_So-A-47_So_UK_Solipuli,73.90339997,0.245850204,14.18009007,1.668305331,0,0.220487113,0.974306481,4.581726246,4.225834582,0,0,0,100,73.90339997,0.245850204,14.18009007,1.668305331,0,0.220487113,0.974306481,4.581726246,4.225834582,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-58,So-A-48,SAM-58_So-A-48_So_UK_Solipuli,73.55284625,0.292632826,13.95366031,1.973298379,0.051153297,0.192923861,0.986399417,4.787029442,4.210056219,0,0,0,100,73.55284625,0.292632826,13.95366031,1.973298379,0.051153297,0.192923861,0.986399417,4.787029442,4.210056219,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-59,So-A-49,SAM-59_So-A-49_So_UK_Solipuli,73.85736157,0.254088637,13.99302422,1.927666866,0.047451509,0.243341073,0.975290742,4.576434445,4.125340931,0,0,0,100,73.85736157,0.254088637,13.99302422,1.927666866,0.047451509,0.243341073,0.975290742,4.576434445,4.125340931,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-60,So-A-50,SAM-60_So-A-50_So_UK_Solipuli,73.72333495,0.255301988,14.15049272,1.729932064,0.089546991,0.240411958,1.000837564,4.661096692,4.149045073,0,0,0,100,73.72333495,0.255301988,14.15049272,1.729932064,0.089546991,0.240411958,1.000837564,4.661096692,4.149045073,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-61,So-A-51,SAM-61_So-A-51_So_UK_Solipuli,74.80214744,0.251844235,13.70912542,1.526398547,0.058526476,0.15212875,0.888119226,4.464748321,4.146961584,0,0,0,100,74.80214744,0.251844235,13.70912542,1.526398547,0.058526476,0.15212875,0.888119226,4.464748321,4.146961584,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-62,So-A-52,SAM-62_So-A-52_So_UK_Solipuli,74.39640083,0.25544846,13.71553873,1.606362097,0,0.188214425,0.955683779,4.680531047,4.2018206320000004,0,0,0,100,74.39640083,0.25544846,13.71553873,1.606362097,0,0.188214425,0.955683779,4.680531047,4.2018206320000004,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-63,So-A-53,SAM-63_So-A-53_So_UK_Solipuli,74.00676336,0.2641718,14.14476897,1.630536005,0.075707772,0.233767881,0.975844992,4.526559635,4.141879586,0,0,0,100,74.00676336,0.2641718,14.14476897,1.630536005,0.075707772,0.233767881,0.975844992,4.526559635,4.141879586,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-64,So-A-54,SAM-64_So-A-54_So_UK_Solipuli,74.14276723,0.306185625,13.90320154,1.926349668,0.015350215,0.224317811,0.998992003,4.39046854,4.092367361,0,0,0,100,74.14276723,0.306185625,13.90320154,1.926349668,0.015350215,0.224317811,0.998992003,4.39046854,4.092367361,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-65,So-A-55,SAM-65_So-A-55_So_UK_Solipuli,74.05538684,0.285553918,13.99765463,1.667418388,0.023954857,0.23443686,1.089294484,4.437562017,4.20873801,0,0,0,100,74.05538684,0.285553918,13.99765463,1.667418388,0.023954857,0.23443686,1.089294484,4.437562017,4.20873801,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-66,So-A-56,SAM-66_So-A-56_So_UK_Solipuli,73.63061613,0.313181103,14.31373104,1.709050914,0.057217723,0.249897898,1.027391721,4.460657256,4.238256214,0,0,0,100,73.63061613,0.313181103,14.31373104,1.709050914,0.057217723,0.249897898,1.027391721,4.460657256,4.238256214,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-67,So-A-57,SAM-67_So-A-57_So_UK_Solipuli,73.91203064,0.218561923,14.02482143,1.823558097,0.088832842,0.183463632,1.017953966,4.656787378,4.073990096,0,0,0,100,73.91203064,0.218561923,14.02482143,1.823558097,0.088832842,0.183463632,1.017953966,4.656787378,4.073990096,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-68,So-A-58,SAM-68_So-A-58_So_UK_Solipuli,74.0087976,0.215724969,14.06752273,1.714525989,0.031485283,0.214099922,0.996966241,4.558865799,4.192011473,0,0,0,100,74.0087976,0.215724969,14.06752273,1.714525989,0.031485283,0.214099922,0.996966241,4.558865799,4.192011473,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-69,So-A-59,SAM-69_So-A-59_So_UK_Solipuli,73.76219747,0.301091833,14.00987301,1.781243279,0.126538594,0.217166236,0.993102896,4.618708706,4.190077974,0,0,0,100,73.76219747,0.301091833,14.00987301,1.781243279,0.126538594,0.217166236,0.993102896,4.618708706,4.190077974,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-70,So-A-60,SAM-70_So-A-60_So_UK_Solipuli,74.20537713,0.333848569,13.92210803,1.627059813,0.073820306,0.21021211,0.999436555,4.439663701,4.188473788,0,0,0,100,74.20537713,0.333848569,13.92210803,1.627059813,0.073820306,0.21021211,0.999436555,4.439663701,4.188473788,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-71,So-A-61,SAM-71_So-A-61_So_UK_Solipuli,73.80590667,0.222395162,14.38800453,1.735903417,0.00734763,0.19631625,1.067786542,4.55635839,4.019981414,0,0,0,100,73.80590667,0.222395162,14.38800453,1.735903417,0.00734763,0.19631625,1.067786542,4.55635839,4.019981414,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-72,So-A-62,SAM-72_So-A-62_So_UK_Solipuli,73.57671737,0.278675496,14.24772822,1.651879666,0.039434255,0.229002526,1.021641195,4.760393815,4.194527458,0,0,0,100,73.57671737,0.278675496,14.24772822,1.651879666,0.039434255,0.229002526,1.021641195,4.760393815,4.194527458,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-73,So-A-63,SAM-73_So-A-63_So_UK_Solipuli,74.37935343,0.280099996,13.81623239,1.425809014,0.049617714,0.160657355,0.865408951,4.75929907,4.263522077,0,0,0,100,74.37935343,0.280099996,13.81623239,1.425809014,0.049617714,0.160657355,0.865408951,4.75929907,4.263522077,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
SAM-74,So-A-64,SAM-74_So-A-64_So_UK_Solipuli,73.58228217,0.294271593,14.00097491,2.018946855,0.036259534,0.183595108,0.938752352,4.621542359,4.323375113,0,0,0,100,73.58228217,0.294271593,14.00097491,2.018946855,0.036259534,0.183595108,0.938752352,4.621542359,4.323375113,0,0,0,100,Acid,Rhyolite,SAM,So_UK,0,Solipuli
