"Cluster groups: EPMA: RHY from EMPA_db - filtered, sqroot transformed, standardised an centred, ANT and Di removed (insufficient points n<5 to be valid) ",,,,,
Group 1,,,,,
[85],SAM-409_CB1011-9_R1_Reclus,SAM-441_LL-905-7_R1_Reclus,SAM-421_CB1011-21_R1_Reclus,SAM-438_LL-905-4_R1_Reclus,
[89],SAM-386_COFR3_35-40-7_UK_Solipuli,SAM-954_ROH-2B-6_MB1_Burney,SAM-995_RTB-2B-5_R1_Reclus,SAM-992_RTB-2B-2_R1_Reclus,
[93],SAM-991_RTB-2B-1_R1_Reclus,SAM-1004_EO-2B-7_R1_Reclus,SAM-996_RTB-2B-6_R1_Reclus,SAM-1000_EO-2B-3_R1_Reclus,
[97],SAM-997_RTB-2B-7_R1_Reclus,SAM-998_EO-2B-1_R1_Reclus,SAM-993_RTB-2B-3_R1_Reclus,SAM-994_RTB-2B-4_R1_Reclus,
[101],SAM-1007_EO-2B-10_R1_Reclus,SAM-1001_EO-2B-4_R1_Reclus,SAM-999_EO-2B-2_R1_Reclus,SAM-1017_LA-1B-9_R2_Reclus,
[105],SAM-1030_LA-1B-22_R2_Reclus,,,,
,,,,,
Group 6,,,,,
[1],SAM-145_POR4_48-53-4_UK_Solipuli,SAM-719_PZ2_MB1-TOM_GOLD_14_MB1_Burney,SAM-729_PZ2_MB1-TOM_GOLD_27_MB1_Burney,SAM-721_PZ2_MB1-TOM_GOLD_16_MB1_Burney,
[5],SAM-731_PZ2_MB1-TOM_GOLD_30_MB1_Burney,SAM-717_PZ2_MB1-TOM_GOLD_11_MB1_Burney,SAM-722_PZ2_MB1-TOM_GOLD_18_MB1_Burney,SAM-929_EO-2L-1_MB2_Burney,
[9],SAM-987_RTB-1B-12_MB1910?_Burney,SAM-940_PA-1B-1_MB2_Burney,SAM-949_PA-1B-10_MB2_Burney,SAM-950_PA-1B-11_MB2_Burney,
[13],SAM-985_RTB-1B-10_MB1910?_Burney,SAM-707_PZ2_MB1-93_21W_29_MB1_Burney,SAM-698_PZ2_MB1-93_21W_13_MB1_Burney,SAM-740_MB2_90-07_2_MB2_Burney,
[17],SAM-475_LL590-1_MB2_Burney,SAM-483_LL590-9_MB2_Burney,SAM-691_PZ2_MB1-BF_370_10_MB1_Burney,SAM-702_PZ2_MB1-93_21W_22_MB1_Burney,
[21],SAM-726_PZ2_MB1-TOM_GOLD_23_MB1_Burney,SAM-474_CE236-12_MB2_Burney,SAM-693_PZ2_MB1-93_21W_2_MB1_Burney,SAM-697_PZ2_MB1-93_21W_10_MB1_Burney,
[25],SAM-706_PZ2_MB1-93_21W_27_MB1_Burney,SAM-704_PZ2_MB1-93_21W_24_MB1_Burney,SAM-732_PZ1_MB2-90_16_5_MB2_Burney,SAM-705_PZ2_MB1-93_21W_25_MB1_Burney,
[29],SAM-720_PZ2_MB1-TOM_GOLD_15_MB1_Burney,SAM-727_PZ2_MB1-TOM_GOLD_25_MB1_Burney,SAM-730_PZ2_MB1-TOM_GOLD_29_MB1_Burney,SAM-694_PZ2_MB1-93_21W_4_MB1_Burney,
[33],SAM-736_PZ1_MB2-90_16_14_MB2_Burney,SAM-927_EO-2D-9_MB1_Burney,SAM-687_PZ2_MB1-BF_370_4_MB1_Burney,SAM-109_POR1_11-15-21_UK_Solipuli,
[37],SAM-695_PZ2_MB1-93_21W_6_MB1_Burney,SAM-715_PZ2_MB1-TOM_GOLD_8_MB1_Burney,SAM-915_EO-1C-10_MB2_Burney,SAM-916_EO-1C-11_MB2_Burney,
[41],SAM-700_PZ2_MB1-93_21W_18_MB1_Burney,SAM-914_EO-1C-9_MB2_Burney,SAM-917_EO-1C-12_MB2_Burney,SAM-9_MB2-4_MB2_Burney,
[45],SAM-712_PZ2_MB1-TOM_GOLD_4_MB1_Burney,SAM-101_POR1_11-15-13_UK_Solipuli,SAM-104_POR1_11-15-16_UK_Solipuli,SAM-373_COFR3_10-15-3_UK_Solipuli,
[49],SAM-52_So-A-42_So_UK_Solipuli,SAM-91_POR1_11-15-3_UK_Solipuli,SAM-155_POR4_48-53-14_UK_Solipuli,SAM-10_MB2-5_MB2_Burney,
[53],SAM-6_MB2-1_MB2_Burney,SAM-7_MB2-2_MB2_Burney,SAM-8_MB2-3_MB2_Burney,SAM-738_PZ1_MB2-90_16_17_MB2_Burney,
[57],SAM-875_AR-1B-1_MBX_Burney,SAM-97_POR1_11-15-9_UK_Solipuli,SAM-108_POR1_11-15-20_UK_Solipuli,SAM-85_H1-9_H1_Hudson,
[61],SAM-81_H1-5_H1_Hudson,SAM-83_H1-7_H1_Hudson,SAM-82_H1-6_H1_Hudson,SAM-84_H1-8_H1_Hudson,
,,,,,
Group 7,,,,,
[1],SAM-955_ROH-2B-7_MB1_Burney,SAM-880_AR-1B-8_MBX_Burney,SAM-959_ROH-2B-11_MB1_Burney,,
[4],SAM-951_ROH-2B-2_MB1_Burney,SAM-965_RR-2B-5_MB1910_Burney,SAM-881_AR-1B-9_MBX_Burney,,
[7],SAM-952_ROH-2B-4_MB1_Burney,SAM-903_AR-1D-21_MB1_Burney,SAM-447_LL743-3_MB1_Burney,,
[10],SAM-445_LL743-1_MB1_Burney,SAM-900_AR-1D-18_MB1_Burney,SAM-452_LL743-8_MB1_Burney,,
[13],SAM-896_AR-1D-14_MB1_Burney,SAM-461_PY642-8_MB1_Burney,SAM-970_RR-2B-10_MB1910_Burney,,
[16],SAM-966_RR-2B-6_MB1910_Burney,SAM-448_LL743-4_MB1_Burney,SAM-893_AR-1D-11_MB1_Burney,,
[19],SAM-686_MB1_90-21_12_MB1_Burney,SAM-451_LL743-7_MB1_Burney,SAM-446_LL743-2_MB1_Burney,,
[22],SAM-459_PY642-6_MB1_Burney,SAM-450_LL743-6_MB1_Burney,SAM-454_PY642-1_MB1_Burney,,
[25],SAM-458_PY642-5_MB1_Burney,SAM-460_PY642-7_MB1_Burney,SAM-989_RTB-1B-14_MB1910?_Burney,,
[28],SAM-904_AR-1D-22_MB1_Burney,SAM-906_EO-1C-1_MB2_Burney,SAM-977_RTB-1B-2_MB1910?_Burney,,
[31],SAM-979_RTB-1B-4_MB1910?_Burney,SAM-976_RTB-1B-1_MB1910?_Burney,SAM-885_AR-1D-3_MB1_Burney,,
[34],SAM-973_RR-2B-13_MB1910_Burney,SAM-877_AR-1B-5_MBX_Burney,SAM-879_AR-1B-7_MBX_Burney,,
[37],SAM-889_AR-1D-7_MB1_Burney,SAM-882_AR-1B-10_MBX_Burney,SAM-890_AR-1D-8_MB1_Burney,,
[40],SAM-891_AR-1D-9_MB1_Burney,SAM-972_RR-2B-12_MB1910_Burney,SAM-905_AR-1D-23_MB1_Burney,,
[43],SAM-887_AR-1D-5_MB1_Burney,SAM-892_AR-1D-10_MB1_Burney,SAM-967_RR-2B-7_MB1910_Burney,,
[46],SAM-897_AR-1D-15_MB1_Burney,SAM-962_RR-2B-2_MB1910_Burney,SAM-963_RR-2B-3_MB1910_Burney,,
[49],SAM-886_AR-1D-4_MB1_Burney,SAM-922_EO-1C-17_MB2_Burney,SAM-888_AR-1D-6_MB1_Burney,,
[52],SAM-918_EO-1C-13_MB2_Burney,SAM-928_EO-2D-10_MB1_Burney,SAM-943_PA-1B-4_MB2_Burney,,
[55],SAM-946_PA-1B-7_MB2_Burney,SAM-961_RR-2B-1_MB1910_Burney,SAM-680_AVZ3-MB1-90_23W_4_MB1_Burney,,
[58],SAM-982_RTB-1B-7_MB1910?_Burney,SAM-969_RR-2B-9_MB1910_Burney,SAM-683_AVZ3-MB1-90-21_6_AVZ3-MB1-90-21_6__MB1_Burney,,
[61],SAM-910_EO-1C-5_MB2_Burney,SAM-911_EO-1C-6_MB2_Burney,SAM-449_LL743-5_MB1_Burney,,
[64],SAM-466_CE236-4_MB2_Burney,SAM-476_LL590-2_MB2_Burney,SAM-484_LL590-10_MB2_Burney,,
[67],SAM-478_LL590-4_MB2_Burney,SAM-485_PY325-1_MB2_Burney,SAM-465_CE236-3_MB2_Burney,,
[70],SAM-490_PY325-6_MB2_Burney,SAM-479_LL590-5_MB2_Burney,SAM-491_PY325-7_MB2_Burney,,
[73],SAM-983_RTB-1B-8_MB1910?_Burney,SAM-453_LL743-9_MB1_Burney,SAM-477_LL590-3_MB2_Burney,,
[76],SAM-457_PY642-4_MB1_Burney,SAM-462_PY642-9_MB1_Burney,SAM-978_RTB-1B-3_MB1910?_Burney,,
[79],SAM-455_PY642-2_MB1_Burney,SAM-489_PY325-5_MB2_Burney,SAM-981_RTB-1B-6_MB1910?_Burney,,
[82],SAM-990_RTB-1B-15_MB1910?_Burney,SAM-980_RTB-1B-5_MB1910?_Burney,SAM-739_PZ1_MB2-90_16_19_MB2_Burney,,
[85],SAM-948_PA-1B-9_MB2_Burney,SAM-471_CE236-9_MB2_Burney,SAM-487_PY325-3_MB2_Burney,,
[88],SAM-480_LL590-6_MB2_Burney,SAM-493_PY325-9_MB2_Burney,SAM-486_PY325-2_MB2_Burney,,
[91],SAM-481_LL590-7_MB2_Burney,SAM-488_PY325-4_MB2_Burney,SAM-595_PY694-6_Ha_Hudson,,
[94],SAM-464_CE236-2_MB2_Burney,SAM-470_CE236-8_MB2_Burney,SAM-467_CE236-5_MB2_Burney,,
[97],SAM-592_PY694-3_Ha_Hudson,SAM-473_CE236-11_MB2_Burney,SAM-463_CE236-1_MB2_Burney,,
[100],SAM-492_PY325-8_MB2_Burney,SAM-598_PY694-9_Ha_Hudson,SAM-468_CE236-6_MB2_Burney,,
[103],SAM-482_LL590-8_MB2_Burney,SAM-938_EO-2L-10_MB2_Burney,SAM-939_EO-2L-11_MB2_Burney,,
[106],SAM-1006_EO-2B-9_R1_Reclus,SAM-924_EO-2D-3_MB1_Burney,SAM-956_ROH-2B-8_MB1_Burney,,
[109],SAM-958_ROH-2B-10_MB1_Burney,SAM-878_AR-1B-6_MBX_Burney,SAM-932_EO-2L-4_MB2_Burney,,
,,,,,
Group 8,,,,,
[1],SAM-709_PZ2_MB1-93_21W_31_MB1_Burney,SAM-728_PZ2_MB1-TOM_GOLD_26_MB1_Burney,SAM-688_PZ2_MB1-BF_370_5_MB1_Burney,,
[4],SAM-734_PZ1_MB2-90_16_11_MB2_Burney,SAM-716_PZ2_MB1-TOM_GOLD_10_MB1_Burney,SAM-724_PZ2_MB1-TOM_GOLD_20_MB1_Burney,,
[7],SAM-701_PZ2_MB1-93_21W_20_MB1_Burney,SAM-710_PZ2_MB1-93_21W_32_MB1_Burney,SAM-735_PZ1_MB2-90_16_12_MB2_Burney,,
[10],SAM-718_PZ2_MB1-TOM_GOLD_12_MB1_Burney,SAM-714_PZ2_MB1-TOM_GOLD_7_MB1_Burney,SAM-723_PZ2_MB1-TOM_GOLD_19_MB1_Burney,,
[13],SAM-110_POR1_11-15-22_UK_Solipuli,SAM-941_PA-1B-2_MB2_Burney,SAM-947_PA-1B-8_MB2_Burney,,
[16],SAM-930_EO-2L-2_MB2_Burney,SAM-935_EO-2L-7_MB2_Burney,SAM-957_ROH-2B-9_MB1_Burney,,
[19],SAM-933_EO-2L-5_MB2_Burney,SAM-936_EO-2L-8_MB2_Burney,SAM-646_PZ1_R1-RioTurbo_8_R1_Reclus,,
[22],SAM-669_PZ1_R1-90_06_19_R1_Reclus,SAM-679_PZ1_R1-90_06_32_R1_Reclus,SAM-671_PZ1_R1-90_06_23_R1_Reclus,,
[25],SAM-645_PZ1_R1-RioTurbo_7_R1_Reclus,SAM-649_PZ1_R1-RioTurbo_15_R1_Reclus,SAM-642_PZ1_R1-RioTurbo_2_R1_Reclus,,
[28],SAM-902_AR-1D-20_MB1_Burney,SAM-662_PZ1_R1-90_06_1_R1_Reclus,SAM-675_PZ1_R1-90_06_28_R1_Reclus,,
[31],SAM-106_POR1_11-15-18_UK_Solipuli,SAM-1015_LA-1B-7_R2_Reclus,SAM-1021_LA-1B-13_R2_Reclus,,
[34],SAM-1010_LA-1B-2_R2_Reclus,SAM-1027_LA-1B-19_R2_Reclus,SAM-920_EO-1C-15_MB2_Burney,,
[37],SAM-921_EO-1C-16_MB2_Burney,SAM-894_AR-1D-12_MB1_Burney,SAM-964_RR-2B-4_MB1910_Burney,,
[40],SAM-907_EO-1C-2_MB2_Burney,SAM-883_AR-1D-1_MB1_Burney,SAM-899_AR-1D-17_MB1_Burney,,
[43],SAM-974_RR-2B-14_MB1910_Burney,SAM-895_AR-1D-13_MB1_Burney,SAM-975_RR-2B-15_MB1910_Burney,,
[46],SAM-942_PA-1B-3_MB2_Burney,SAM-984_RTB-1B-9_MB1910?_Burney,SAM-681_AVZ3-MB1-90_23W_7_MB1_Burney,,
[49],SAM-733_PZ1_MB2-90_16_9_MB2_Burney,SAM-912_EO-1C-7_MB2_Burney,SAM-944_PA-1B-5_MB2_Burney,,
[52],SAM-737_PZ1_MB2-90_16_15_MB2_Burney,SAM-988_RTB-1B-13_MB1910?_Burney,SAM-925_EO-2D-5_MB1_Burney,,
[55],SAM-968_RR-2B-8_MB1910_Burney,SAM-884_AR-1D-2_MB1_Burney,SAM-901_AR-1D-19_MB1_Burney,,
[58],SAM-945_PA-1B-6_MB2_Burney,SAM-898_AR-1D-16_MB1_Burney,SAM-937_EO-2L-9_MB2_Burney,,
[61],SAM-684_AVZ3-MB1-90-21_7_AVZ3-MB1-90-21_7__MB1_Burney,SAM-971_RR-2B-11_MB1910_Burney,,,
,,,,,
Group 9,,,,,
[1],SAM-36_So-A-26_So_UK_Solipuli,SAM-37_So-A-27_So_UK_Solipuli,SAM-35_So-A-25_So_UK_Solipuli,SAM-39_So-A-29_So_UK_Solipuli,SAM-48_So-A-38_So_UK_Solipuli
[6],SAM-68_So-A-58_So_UK_Solipuli,SAM-13_So-A-3_So_UK_Solipuli,SAM-12_So-A-2_So_UK_Solipuli,SAM-46_So-A-36_So_UK_Solipuli,SAM-58_So-A-48_So_UK_Solipuli
[11],SAM-74_So-A-64_So_UK_Solipuli,SAM-43_So-A-33_So_UK_Solipuli,SAM-59_So-A-49_So_UK_Solipuli,SAM-75_So-A-65_So_UK_Solipuli,SAM-32_So-A-22_So_UK_Solipuli
[16],SAM-20_So-A-10_So_UK_Solipuli,SAM-22_So-A-12_So_UK_Solipuli,SAM-15_So-A-5_So_UK_Solipuli,SAM-19_So-A-9_So_UK_Solipuli,SAM-29_So-A-19_So_UK_Solipuli
[21],SAM-11_So-A-1_So_UK_Solipuli,SAM-55_So-A-45_So_UK_Solipuli,SAM-30_So-A-20_So_UK_Solipuli,SAM-16_So-A-6_So_UK_Solipuli,SAM-41_So-A-31_So_UK_Solipuli
[26],SAM-72_So-A-62_So_UK_Solipuli,SAM-27_So-A-17_So_UK_Solipuli,SAM-28_So-A-18_So_UK_Solipuli,SAM-54_So-A-44_So_UK_Solipuli,SAM-76_So-A-66_So_UK_Solipuli
[31],SAM-61_So-A-51_So_UK_Solipuli,SAM-73_So-A-63_So_UK_Solipuli,SAM-49_So-A-39_So_UK_Solipuli,SAM-60_So-A-50_So_UK_Solipuli,SAM-63_So-A-53_So_UK_Solipuli
[36],SAM-66_So-A-56_So_UK_Solipuli,SAM-14_So-A-4_So_UK_Solipuli,SAM-31_So-A-21_So_UK_Solipuli,SAM-38_So-A-28_So_UK_Solipuli,SAM-67_So-A-57_So_UK_Solipuli
[41],SAM-50_So-A-40_So_UK_Solipuli,SAM-70_So-A-60_So_UK_Solipuli,SAM-33_So-A-23_So_UK_Solipuli,SAM-51_So-A-41_So_UK_Solipuli,SAM-69_So-A-59_So_UK_Solipuli
[46],SAM-18_So-A-8_So_UK_Solipuli,SAM-17_So-A-7_So_UK_Solipuli,SAM-26_So-A-16_So_UK_Solipuli,SAM-1_A1-1_A1_Aguillera,SAM-2_A1-2_A1_Aguillera
[51],SAM-4_A1-4_A1_Aguillera,SAM-23_So-A-13_So_UK_Solipuli,SAM-24_So-A-14_So_UK_Solipuli,SAM-25_So-A-15_So_UK_Solipuli,SAM-45_So-A-35_So_UK_Solipuli
[56],SAM-47_So-A-37_So_UK_Solipuli,SAM-42_So-A-32_So_UK_Solipuli,SAM-57_So-A-47_So_UK_Solipuli,SAM-62_So-A-52_So_UK_Solipuli,SAM-34_So-A-24_So_UK_Solipuli
