C:\Data\BAS_sjro\Kite-2-1     09/05/2018  re-evaluated data
peakarea
filename	position (mm)	sample surface	validity	E-gain	E-offset	F-slope	F-offset	kcps	MSE	Mg	Al	Si	P	S	Cl	Ar	K	Ca	Ti	V	Cr	Mn	Fe	Co	Ni	Cu	Zn	As	Se	Br	Rb	Sr	Y	Zr	Sn	I	Cs	Ba	Ta	W	Ir	Pt	Au	Hg	Pb	Th	U	D1	S1	S2	S3	Mo inc	Mo coh	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000010.spe	114.20	6.16	1	0.018357	-0.021764	0.006397	0.113123	15697.00000	1.27	0	17	61	0	6	0	143	97	1869	1047	135	4	1334	53980	283	8	177	85	0	31	116	67	1412	44	452	0	0	7	7	127	210	25	43	43	15	51	17	5	73	253	0	0	12452	3705	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000011.spe	114.40	6.16	1	0.018358	-0.021764	0.006425	0.113123	17507.00000	1.36	10	26	92	9	12	9	176	124	2232	1373	81	43	1602	65695	294	111	142	52	0	0	74	0	1491	0	491	0	22	0	36	136	282	44	66	50	47	29	0	23	178	354	0	0	12487	3752	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000012.spe	114.60	6.16	1	0.018357	-0.021764	0.006439	0.113123	18236.00000	1.42	4	29	107	11	4	8	138	148	2406	1499	99	0	1707	71371	294	89	191	55	61	0	120	28	1476	0	396	0	9	0	17	158	313	19	47	0	0	0	12	74	148	304	0	748539162203306	12442	3483	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000013.spe	114.80	6.16	1	0.018356	-0.021764	0.006400	0.113123	18438.00000	1.34	0	17	86	0	16	14	166	137	2692	1540	64	33	1662	73190	122	50	237	82	5	55	131	76	1613	0	414	0	0	0	31	141	323	56	60	0	0	22	0	0	142	409	0	1942205922293800	12174	3717	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000014.spe	115.00	6.16	1	0.018358	-0.021764	0.006419	0.113123	18568.00000	1.31	0	43	108	0	9	13	199	147	2683	1566	94	44	1998	74217	193	69	172	87	0	44	159	76	1629	0	343	0	0	0	42	122	328	34	65	30	30	30	45	0	166	407	9	292070067253304	12133	3473	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000015.spe	115.20	6.17	1	0.018357	-0.021764	0.006432	0.113123	18059.00000	1.41	0	13	102	12	0	0	150	132	2434	1481	119	24	2047	70129	365	61	198	100	0	0	91	83	1637	49	369	0	13	0	13	88	301	53	83	35	32	18	0	0	98	228	0	0	11875	3444	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000016.spe	115.40	6.17	1	0.018357	-0.021764	0.006463	0.113123	18089.00000	1.42	0	0	93	5	15	11	181	159	2467	1574	84	61	1978	71064	295	96	210	148	0	17	43	29	1553	13	465	0	20	0	34	119	349	38	41	0	52	58	5	58	158	335	7	241782611997149	12270	3679	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000017.spe	115.60	6.17	1	0.018357	-0.021764	0.006475	0.113123	17928.00000	1.45	10	31	112	11	0	0	185	156	2647	1577	106	0	1873	69528	293	96	255	67	0	24	127	0	1511	0	381	0	0	0	8	126	295	72	123	91	59	46	8	41	156	267	0	0	12170	3545	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000018.spe	115.80	6.17	1	0.018357	-0.021764	0.006362	0.113123	18189.00000	1.44	0	16	93	0	16	33	194	164	2638	1634	112	38	1955	71619	107	56	153	91	0	15	152	12	1541	0	348	0	16	0	34	134	276	25	112	64	0	21	0	0	91	479	16	0	11888	3401	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000019.spe	116.00	6.17	1	0.018356	-0.021764	0.006317	0.113123	18445.00000	1.36	0	45	131	0	6	0	176	143	2715	1630	108	60	1697	73332	310	82	270	175	0	11	36	55	1593	0	318	0	0	0	44	155	304	47	88	20	57	88	8	0	83	404	0	1271055963810890	11852	3623	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000020.spe	116.20	6.17	1	0.018355	-0.021764	0.006298	0.113123	18568.00000	1.48	0	27	106	0	5	12	155	128	2685	1738	86	31	1739	74056	320	90	222	84	0	116	103	106	1585	0	378	0	23	0	0	128	315	94	62	33	0	38	63	19	53	399	0	1060356410372722	12154	3531	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000021.spe	116.40	6.16	1	0.018359	-0.021764	0.006275	0.113123	18453.00000	1.33	0	23	140	0	18	8	175	137	2907	1662	72	54	1778	73601	340	79	211	147	21	0	72	39	1596	0	349	0	17	0	30	147	352	45	78	0	58	0	62	0	140	361	7	0	11631	3622	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000022.spe	116.60	6.16	1	0.018358	-0.021764	0.006262	0.113123	18180.00000	1.42	26	41	115	12	7	21	175	156	2646	1731	136	24	1715	72247	124	113	133	88	0	18	96	58	1651	0	383	0	6	0	6	221	280	36	59	96	51	107	0	6	101	434	0	1230122206870816	11681	3392	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000023.spe	116.80	6.16	1	0.018356	-0.021764	0.006227	0.113123	17939.00000	1.30	21	62	125	30	18	10	179	161	2819	1741	84	39	1576	71397	243	90	186	100	0	68	176	29	1593	0	309	0	0	0	23	110	310	63	135	42	20	55	0	13	91	326	0	1363084161137541	11442	3350	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000024.spe	117.00	6.17	1	0.018355	-0.021764	0.006257	0.113123	16914.00000	1.48	0	5	79	0	0	14	181	128	2602	1563	102	60	1528	65749	226	88	171	138	0	41	121	75	1433	0	442	0	0	0	0	169	254	22	21	61	52	112	25	0	0	423	0	608848017426201	11025	3378	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000025.spe	117.20	6.17	1	0.018354	-0.021764	0.006303	0.113123	16182.00000	1.44	31	38	102	0	8	0	169	122	2369	1490	72	38	1093	61232	275	40	200	84	0	51	21	5	1419	13	357	0	22	0	0	68	256	48	128	65	41	46	16	42	100	281	16	0	11381	3440	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000026.spe	117.40	6.17	1	0.018354	-0.021764	0.006317	0.113123	16134.00000	1.49	0	21	92	0	0	0	186	135	2196	1403	81	62	1047	61725	319	71	183	85	22	54	78	0	1613	40	301	0	22	0	46	136	284	48	43	27	0	0	16	8	76	347	17	0	11242	3132	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000027.spe	117.60	6.17	1	0.018353	-0.021764	0.006335	0.113123	16173.00000	1.52	0	15	81	0	0	0	186	103	2331	1324	55	41	1149	60921	290	53	174	59	41	39	124	41	1550	0	298	0	19	0	0	108	254	33	55	27	0	8	0	37	105	257	0	694967217123657	11082	3452	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000028.spe	117.80	6.17	1	0.018359	-0.021764	0.006417	0.113123	16191.00000	1.28	8	44	87	8	8	0	170	129	2287	1369	104	26	1350	61423	167	46	142	89	36	30	161	57	1504	0	411	0	13	0	24	118	255	50	63	77	10	0	0	29	72	350	0	0	11317	3628	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000029.spe	118.00	6.17	1	0.018359	-0.021764	0.006490	0.113123	15886.00000	1.27	7	29	95	0	6	9	190	138	2380	1362	69	33	1151	59083	291	75	152	143	93	27	79	9	1353	0	419	0	0	0	19	131	281	23	109	0	0	0	95	51	56	312	11	0	11316	3480	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000030.spe	118.20	6.17	1	0.018358	-0.021764	0.006472	0.113123	16320.00000	1.33	0	41	93	17	0	0	169	99	2350	1331	112	35	1337	60894	275	99	150	120	0	54	64	69	1612	0	470	0	4	0	14	196	267	61	31	44	70	67	17	25	99	240	0	529626623373462	11576	3523	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000031.spe	118.40	6.17	1	0.018357	-0.021764	0.006420	0.113123	16781.00000	1.30	14	32	90	0	0	13	151	116	2364	1447	93	9	1703	62765	299	54	163	78	12	0	0	55	1644	6	436	0	18	0	29	130	245	18	60	63	55	0	0	0	123	343	5	1616270727054934	11915	3654	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000032.spe	118.60	6.18	1	0.018357	-0.021764	0.006420	0.113123	17262.00000	1.30	25	17	84	15	4	12	162	153	2496	1530	70	58	1911	65629	273	124	196	103	7	0	150	25	1584	0	468	0	39	0	40	144	354	72	83	15	18	0	64	49	136	363	0	462310762544064	11871	3499	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000033.spe	118.80	6.18	1	0.018355	-0.021764	0.006400	0.113123	17125.00000	1.51	0	17	49	0	0	0	173	130	2466	1437	82	30	1708	64912	318	97	264	112	55	75	153	97	1605	51	558	0	21	0	41	178	346	72	75	42	25	0	0	10	135	272	19	0	11582	3469	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000034.spe	119.00	6.18	1	0.018361	-0.021764	0.006421	0.113123	17094.00000	1.26	15	27	100	0	8	0	155	119	2383	1430	111	6	1849	64955	135	75	181	41	26	29	69	73	1573	46	353	0	19	0	25	131	338	43	34	36	0	0	37	0	19	374	5	0	11693	3394	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000035.spe	119.20	6.19	1	0.018359	-0.021764	0.006411	0.113123	17047.00000	1.45	5	29	80	15	14	10	189	126	2339	1530	76	33	1866	64286	264	32	154	66	6	21	56	48	1517	23	373	0	16	0	49	155	276	14	39	24	26	0	0	0	53	266	26	0	11696	3631	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000036.spe	119.40	6.19	1	0.018357	-0.021764	0.006373	0.113123	16568.00000	1.40	7	40	62	13	12	19	160	115	2275	1323	68	54	1698	61647	263	76	163	92	0	46	61	103	1501	0	354	0	12	0	56	140	276	74	101	115	92	26	120	11	47	338	18	0	11418	3478	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000037.spe	119.60	6.19	1	0.018360	-0.021764	0.006323	0.113123	16152.00000	1.31	0	10	62	9	9	6	159	119	2063	1270	46	46	1560	58749	75	85	118	135	0	81	140	54	1521	0	371	0	0	0	23	205	310	46	42	11	73	91	71	0	169	407	0	0	11449	3429	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000038.spe	119.80	6.20	1	0.018361	-0.021764	0.006382	0.113123	16024.00000	1.27	0	30	64	5	23	5	155	104	2052	1256	54	36	1547	58300	219	84	171	46	0	0	32	128	1577	20	463	0	0	16	22	146	293	17	26	51	0	0	0	83	111	327	0	0	11508	3570	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000039.spe	120.00	6.20	1	0.018363	-0.021764	0.006397	0.113123	16133.00000	1.46	32	44	90	7	7	7	174	110	2109	1262	88	38	1646	59777	138	79	143	100	0	6	62	27	1428	0	215	0	0	0	11	131	294	18	23	32	46	0	108	0	37	325	6	0	11262	3295	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000040.spe	120.20	6.21	1	0.018359	-0.021764	0.006397	0.113123	16006.00000	1.37	0	35	65	8	5	0	197	114	2138	1272	75	33	1713	58667	126	57	145	139	30	0	145	0	1450	0	387	0	26	0	33	134	281	24	57	96	0	0	56	0	26	372	0	0	11378	3440	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000041.spe	120.40	6.22	1	0.018356	-0.021764	0.006379	0.113123	16103.00000	1.27	0	25	74	26	5	0	158	125	2083	1353	93	41	1566	59572	173	70	145	106	0	63	84	82	1483	0	415	0	0	0	0	183	295	73	18	29	125	77	32	56	129	353	0	49220726122992	11101	3408	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000042.spe	120.60	6.22	1	0.018358	-0.021764	0.006336	0.113123	16229.00000	1.34	0	0	49	13	7	0	154	137	2142	1465	66	54	1696	61102	262	78	197	91	0	12	132	9	1489	0	362	0	0	0	28	155	288	0	124	23	48	18	66	0	75	262	9	0	11064	3320	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000043.spe	120.80	6.23	1	0.018357	-0.021764	0.006324	0.113123	16114.00000	1.42	0	27	74	0	0	0	147	131	2254	1378	81	20	1884	60775	57	72	156	127	0	59	96	0	1424	0	421	0	0	0	23	152	330	35	15	8	0	32	0	0	120	402	8	460027217651553	10750	3298	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000044.spe	121.00	6.23	1	0.018359	-0.021764	0.006324	0.113123	15918.00000	1.34	0	15	50	0	0	6	164	141	2164	1429	87	22	1903	58608	229	79	151	0	34	0	136	24	1491	0	359	0	14	0	0	78	287	6	53	0	0	0	0	34	69	297	5	0	10926	3314	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000045.spe	121.20	6.24	1	0.018358	-0.021764	0.006298	0.113123	15854.00000	1.38	6	11	60	5	0	0	165	106	2291	1310	79	23	1952	58455	29	68	106	67	0	0	111	58	1437	14	465	0	20	0	33	171	248	0	42	0	0	51	12	56	43	320	0	130228765689781	11289	3319	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000046.spe	121.40	6.24	1	0.018356	-0.021764	0.006298	0.113123	15930.00000	1.31	0	47	67	15	0	0	152	132	2195	1320	136	0	2018	58511	317	90	193	89	0	68	31	5	1453	0	421	0	0	5	0	144	255	5	25	64	59	43	91	0	64	244	17	1084523862075422	11164	3365	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000047.spe	121.60	6.25	1	0.018357	-0.021764	0.006356	0.113123	16180.00000	1.40	0	7	44	14	0	0	146	110	2157	1298	66	12	2056	59402	273	84	146	69	0	0	0	34	1452	0	431	0	15	0	38	112	261	10	76	27	0	58	65	0	76	268	9	2212131365010234	11640	3338	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000048.spe	121.80	6.25	1	0.018356	-0.021764	0.006338	0.113123	16017.00000	1.49	0	9	57	4	0	0	167	115	2175	1237	73	7	2089	57924	209	39	179	84	0	23	75	85	1421	0	411	0	11	0	8	120	268	26	79	27	61	5	46	40	74	344	0	0	11473	3482	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000049.spe	122.00	6.25	1	0.018355	-0.021764	0.006296	0.113123	16272.00000	1.37	0	7	81	0	0	0	170	125	2197	1336	64	15	2009	59084	61	78	164	84	23	21	108	55	1404	0	323	0	24	0	14	119	290	45	48	0	30	0	30	10	66	472	0	890493419838755	11454	3517	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000050.spe	122.20	6.26	1	0.018354	-0.021764	0.006273	0.113123	16759.00000	1.46	0	32	60	0	9	0	131	127	2281	1331	44	14	2257	61645	207	44	177	57	0	0	40	37	1435	0	452	0	17	0	64	153	322	45	27	38	43	33	111	0	0	348	9	0	11776	3499	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000051.spe	122.40	6.26	1	0.018358	-0.021764	0.006246	0.113123	17159.00000	1.27	12	51	56	0	9	0	135	121	2283	1355	102	30	2195	64706	38	65	141	51	0	24	52	23	1512	64	412	0	24	0	15	152	291	16	22	33	17	0	113	0	78	427	0	1522205179125787	11807	3648	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000052.spe	122.60	6.26	1	0.018356	-0.021764	0.006268	0.113123	17320.00000	1.40	8	4	60	9	0	0	176	123	2273	1386	63	50	2308	65586	408	98	224	135	0	36	91	0	1452	0	337	0	10	0	4	115	320	69	58	0	25	51	0	50	124	285	0	0	11789	3386	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000053.spe	122.80	6.27	1	0.018357	-0.021764	0.006391	0.113123	17502.00000	1.37	40	52	71	0	6	4	185	119	2292	1559	81	35	2488	66734	187	72	170	158	0	16	57	57	1524	0	212	0	5	0	0	149	299	48	82	56	16	91	20	0	52	378	25	1545262260259707	11945	3637	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000054.spe	123.00	6.27	1	0.018360	-0.021764	0.006351	0.113123	17377.00000	1.30	0	0	83	0	17	7	180	118	2318	1480	65	61	2567	66146	241	66	149	52	13	29	130	0	1394	0	321	0	15	0	14	134	314	25	69	38	0	0	21	0	80	318	23	1843797647994984	11586	3548	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000055.spe	123.20	6.27	1	0.018358	-0.021764	0.006351	0.113123	17587.00000	1.45	0	23	71	6	0	0	168	144	2444	1573	117	37	3072	66926	168	67	196	104	0	15	98	11	1392	10	356	0	0	0	0	150	331	63	85	6	0	14	7	31	211	428	12	0	11716	3504	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000056.spe	123.40	6.27	1	0.018356	-0.021764	0.006400	0.113123	17556.00000	1.37	5	47	67	6	9	14	159	121	2398	1449	82	0	2778	67017	276	67	170	64	14	0	55	85	1449	0	405	0	21	0	21	188	302	80	65	39	28	46	28	0	0	312	0	537524941828481	11500	3497	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000057.spe	123.60	6.27	1	0.018357	-0.021764	0.006438	0.113123	17774.00000	1.45	0	19	59	14	8	0	172	149	2549	1461	38	58	2726	67568	247	112	168	130	0	30	160	0	1542	0	383	0	24	0	70	154	290	55	50	65	41	48	31	0	84	347	0	0	12083	3856	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000058.spe	123.80	6.28	1	0.018357	-0.021764	0.006313	0.113123	17825.00000	1.44	5	42	75	15	19	8	181	117	2434	1546	8	69	2833	67785	253	69	165	95	0	106	79	0	1427	0	398	0	5	0	40	143	301	36	86	45	43	121	91	14	0	333	5	171709653967482	11702	3449	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000059.spe	124.00	6.28	1	0.018359	-0.021764	0.006282	0.113123	17866.00000	1.36	16	53	71	15	0	14	158	122	2550	1436	84	55	2998	67586	216	81	123	101	0	29	128	79	1634	0	349	9	0	0	50	173	286	21	25	17	10	16	54	35	29	354	11	203814655282185	12150	3576	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000060.spe	124.20	6.29	1	0.018358	-0.021764	0.006262	0.113123	17934.00000	1.45	0	13	53	0	0	0	133	134	2407	1615	120	18	3373	66901	371	74	187	94	0	0	38	119	1531	20	243	0	38	0	0	153	308	39	59	0	46	67	0	0	66	246	7	807752519049459	12078	3752	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000061.spe	124.40	6.29	1	0.018358	-0.021764	0.006277	0.113123	18346.00000	1.44	16	33	78	0	10	0	154	150	2490	1617	79	32	3527	69969	276	90	167	41	0	99	91	24	1488	0	356	0	15	0	0	129	367	111	132	49	58	97	142	0	0	289	7	0	12257	3534	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000062.spe	124.60	6.29	1	0.018358	-0.021764	0.006245	0.113123	18505.00000	1.45	0	19	83	0	0	0	168	164	2487	1565	120	39	3143	71334	205	76	264	62	0	0	101	171	1594	0	373	0	5	0	20	99	402	53	52	9	15	46	51	11	89	424	0	0	11943	3654	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000063.spe	124.80	6.30	1	0.018357	-0.021764	0.006220	0.113123	18552.00000	1.43	36	59	108	27	10	18	163	142	2552	1608	82	73	3026	71787	261	109	112	134	0	66	0	60	1471	0	479	0	15	0	27	209	324	45	43	27	53	5	0	22	141	408	0	18492827510979	12273	3533	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000064.spe	125.00	6.30	1	0.018357	-0.021764	0.006279	0.113123	18607.00000	1.46	0	5	82	0	5	0	146	133	2637	1616	100	31	3137	71866	329	86	135	151	0	19	45	5	1558	0	450	0	11	0	61	235	332	42	42	0	44	79	0	0	50	363	0	0	11974	3801	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000065.spe	125.20	6.30	1	0.018359	-0.021764	0.006279	0.113123	18629.00000	1.40	9	29	101	0	9	4	172	152	2726	1751	65	43	3395	72298	112	74	200	74	0	0	49	8	1507	0	314	0	14	0	47	149	328	26	60	0	0	25	25	59	55	464	21	1417098441349804	11773	3495	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000066.spe	125.40	6.31	1	0.018358	-0.021764	0.006318	0.113123	18213.00000	1.51	20	41	94	10	12	8	178	114	2689	1538	101	24	3429	70022	137	136	153	48	0	96	86	32	1487	0	409	0	0	6	18	179	319	22	47	10	12	38	24	77	108	510	0	0	11695	3384	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000067.spe	125.60	6.31	1	0.018356	-0.021764	0.006354	0.113123	17986.00000	1.44	0	30	47	0	0	0	154	113	2501	1508	117	7	3546	68705	164	90	194	156	0	0	48	90	1566	0	498	0	0	0	40	139	310	48	97	39	49	21	40	101	116	393	0	2483419269001672	11967	3547	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000068.spe	125.80	6.31	1	0.018356	-0.021764	0.006370	0.113123	18017.00000	1.49	0	22	80	0	0	0	141	141	2634	1604	97	66	3719	68335	171	67	188	73	0	0	134	84	1540	0	336	0	16	0	0	158	373	0	56	8	0	54	78	0	10	417	0	168716191916539	11598	3524	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000069.spe	126.00	6.31	1	0.018360	-0.021764	0.006351	0.113123	18056.00000	1.34	0	50	88	15	7	19	150	130	2637	1522	116	19	3927	68946	141	67	198	77	0	0	85	12	1561	0	287	0	12	0	36	163	308	14	60	14	13	28	0	0	63	401	4	665975652503677	11514	3539	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000070.spe	126.20	6.32	1	0.018359	-0.021764	0.006412	0.113123	17816.00000	1.42	0	23	91	8	22	6	154	132	2582	1584	146	49	4051	67487	249	118	196	73	33	0	97	90	1497	0	402	0	20	0	0	160	331	36	25	45	47	0	0	8	44	325	0	129698158367071	11790	3613	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000071.spe	126.40	6.32	1	0.018359	-0.021764	0.006437	0.113123	17543.00000	1.43	20	31	67	11	6	7	163	145	2457	1491	104	0	4352	65264	96	93	198	60	0	11	155	57	1666	0	387	0	10	0	45	158	348	94	75	0	27	33	102	8	61	431	21	392920598607000	11543	3390	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000072.spe	126.60	6.33	1	0.018361	-0.021764	0.006483	0.113123	17182.00000	1.32	9	28	71	26	24	24	162	136	2511	1372	80	48	4649	62684	142	73	194	16	0	18	66	53	1651	0	432	0	31	0	18	114	280	27	86	148	54	41	0	25	93	410	7	0	11773	3562	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000073.spe	126.80	6.33	1	0.018362	-0.021764	0.006499	0.113123	17280.00000	1.50	12	26	75	4	8	8	148	127	2481	1435	78	27	4246	64004	100	72	136	43	0	102	135	10	1474	0	430	0	11	0	0	210	265	26	0	43	27	94	0	32	124	390	0	503833369015689	11555	3415	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000074.spe	127.00	6.33	1	0.018357	-0.021764	0.006512	0.113123	17782.00000	1.32	13	38	69	14	10	4	126	114	2508	1592	92	27	4401	67847	171	69	179	37	0	0	108	96	1486	0	337	0	28	0	0	146	367	6	103	13	0	46	35	0	16	384	0	1147575240175073	11739	3580	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000075.spe	127.20	6.34	1	0.018359	-0.021764	0.006522	0.113123	17563.00000	1.44	0	53	76	0	12	7	165	98	2649	1465	89	53	3923	66944	0	75	186	66	86	25	180	0	1571	115	324	0	16	0	55	160	261	15	16	71	0	0	0	50	71	470	13	0	11607	3439	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000076.spe	127.40	6.34	1	0.018358	-0.021764	0.006509	0.113123	17333.00000	1.50	0	29	42	0	0	0	155	96	2452	1471	92	44	3625	65025	258	96	177	143	0	0	77	27	1505	0	429	0	0	0	26	196	330	44	56	0	23	63	0	0	81	326	18	0	11579	3636	
C:\Data\BAS_sjro\Kite-2-1\XRF data\L000077.spe	127.60	6.34	1	0.018355	-0.021764	0.006543	0.113123	17523.00000	1.38	16	35	67	0	0	0	173	117	2451	1417	77	38	3594	66144	190	52	214	117	0	45	23	7	1625	0	389	0	24	0	41	114	325	24	0	13	13	53	50	19	75	381	0	347782941703633	11815	3629	
